	sentiment	comment
5845	positive	"Не большой размер, полноценный 4G. 1 Гиг оперативы и 6 андройд из коробки. Нет в комплекте наушников, хотя это больше из за вредности пишу. 
Искал смарт. Нужно было: известный бренд, не большой размер, быстрый интернет, и что б был не дорогой. Сравнивали его с другим известным корейцем за те же 5-6 тысяч. Этот выиграл по параметрам и о дизайну."
5846	positive	Телефон брался для работы и полностью оправдал все мои надежды. Устроило то, что можно независимо ставить и две сим карты и дополнительную память. Понравилось так же то, что телефон разборный, можно быстро поменять севший аккумулятор. На камеру больших надежд не возлагал, но порадовала. Хоть нет особенных настроек, но баланс белого вытягивает при большом разбросе в освещении. Камерой пользоваться очень удобно. Самое главное, что её можно включить не снимая блокировки., просто зажав кнопку уменьшения громкости.Связь держит хорошо. Пока нареканий нет. Телефоном доволен.
5847	positive	Телефон лёгкий и удобный. Благодаря рифлёной задней крышке телефон хорошо удерживается рукой. Понравился экран, яркие краски, высокая чёткость изображения. Очень хорошо, что нет совмещённых слотов под симки и карту памяти, все слоты раздельные, не надо ничем жертвовать, раньше мне приходилось выбирать межу картой памяти и 2 симкой. Понравился простой дизайн, нет никаких вычурностей и никому ненужных наворотов. Пока почувствовал одно неудобство, когда он лежит рядом на столе, то при нажатии на край экрана, телефон качается издавая неприятный звук. Всем остальным доволен.
5848	positive	Выбирал себе телефон, но бюджет был небольшой, до 7 тыщ рублей. Перелазив весь инет, выбор остановился на LG. Здесь реально качество без переплаты. Не то что самсунги, цены все выше и выше. Телефон реально за свои деньги отличный,есть камера 5мп,снимает вполне приемлемо, фронталка тоже нормальная.Экран достойный, сравнивал с Леново А2010, мой намного ярче. .А еще естьLTE, поэтому зеленый свет в интернет всегда. В принципе, ожидания мои к3 оправдал вполне.
5849	positive	Купили ребенку в школу телефон, нужен был хороший но и в то же время не дорогой, потому что жалко все-таки денег. Ходит с ним вот уже с начала сентября и все нравится. Сейчас как, в 1 класс идет, значит необходим телефон. Ну наш сын оценил подарок, приходит со школы, а там фоток столько, видео снимают даже)))Даже пару раз упал, но слава Богу не разбился. Телефоном мы довольны.
5850	positive	Хороший апарат за приемлемые деньги.Процессор 4 ядра,не тормозит и справляется со своими задачами хорошо. Камеры не плохого качества. Средних размеров хороший яркий экран, удобно держать в руке, не лопата. Долго держит батарею,на день пользования хватает.
5851	positive	Выбирал себе самый обычный телефон, так как музыку я слушаю на мп 3, а фоткать почему-то не очень люблю. Но этой 5мп камеры мне с головой хватает. Смотрел себе Lenovo A396, но в магазине посоветовали этот.В Леново всего 512 мб памяти, а тут 8гб.А разница в деньгах не так значима.Это -недорогой и довольно современный телефон, для людей, которым главное быть на связи. Вообщем я за лаконичность и простоту в телефонах.
5853	positive	Отличный смартфон и приемлемая цена!
5854	positive	Собственная оболочка Flyme - есть некоторые особенности в использовании
5857	positive	Комментарий!
5858	positive	Телефон понравился.  Непривычно пользоваться оболочкой флайми, но на рабочем столе просто закинула всё в три папки и экран чистый,  так что кому не нравится только так или с помощью лаунчера стороннего. Камера таксебе. В целом за мелкими неудобствами,  рекомендую купить.
5859	positive	телефон суперский, но из-за аккума даже незнаю что делать, где гарантия что эта прошивка не убьет аккум с такими нагрузками уже через 3 месяца? и когда выпустят новую прошивку?
5862	positive	Купил меньше месяца назад. Пользуюсь и радуюсь!Не смотря на свои минусы телефон шикарен,  брал за 18990р. Покупкой очень доволен!
5863	positive	Владею недолго, критичных моментов не видел. Батарея огонь все приложения работают.Связь и слышимость в норме.Игрушки тянет.Камера не самая сильная сторона , я на это не обращаю внимание.Главное нет быстрый.
5864	negative	"Не берите этот бренд. Телефон уже 2 месяца в ремонте нет запчастей
9500 выброшены в помойку"
5865	neutral	Искал смарт до 10 тыщ. Хороший бренд, но модель крайне неудачная. Если только присматриваться к другим моделям, подороже, то стоит брать, пока не раскрутились и ценник не взлетел.
5866	positive	В качестве модема для компа лучше не особо не использовать, т.к. даже при наличии сигнала 4G в вашем районе, скорость Wi-fi ниже скорости 4G.
5878	positive	Кому надо смотреть видео и играть рекомендую.Глюков не замечено.Учитывая стоимость хорошая модель.Сборка качественная пластик не потерся за 4 месяца
5879	positive	Батарея хорошая и камера. Видео записываю хорошего качества.Игры почти все тянет.Кино можно смотреть экран большой.
5880	positive	"В целом телефон получился очень неплохим и сбалансированным.
Для тех, кому нравятся большие экраны- в самый раз.
Недостатки легко перебиваются плюсами.
За свои деньги- это однозначно лучший вариант с 5.5 дисплеем, рекомендую."
5881	positive	Отличная машинка, за свои деньги. Ничем не хуже дорогих моделей. И да, в описании ошибка - аккум не Li-Ion, а Li-Pol.
5882	negative	Вывод : Больше не буду покупать смартфоны Micromax , купил данную модель из-за того что , до неё пользовался моделью q380  и меня всё устраивало , кроме постоянно нагревающегося аккумулятора , думал в модели q385 всё исправили , а нет!
5883	neutral	"В первое время жутко подвисал, но потом начал работать нормально. Мощности процессора явно не хватает ибо долго запускает приложения или переключается из одного к другому. ok google надо секунд 10-15 подождать пока подумает и загрузится.
Появились некоторые мелкие проблемы: то видео не снимает, то приложение не запускается, навигатор глючит или нельзя удалить с флешки что нибудь и тд.
Так в целом для своей цены нормально"
5884	positive	Хороший телефон, за свои деньги.
5885	positive	Думаю, цена-качество тут все в порядке... Оценка 4 за то, что есть минусы по самому аппарату, а именно маркий экран, не съемная батарея, ну и подвиска времени на экране, хоть и редкость, но все же я считаю, что не должно быть так... Хотя может просто его иногда выключать надо)) А то как купил, так и юзаю его постоянно... Отключал только когда симкарту еще одну ставил месяц назад.
5886	positive	кто ищет долгий заряд в батарее и часто роняет и садится 5-й точкой на смартфон- советую приобрести.
5887	positive	за год использования разболталось гнездо зарядки нужно метять.больше недостатков не обнаружил.меня устраивает на все 100
5888	positive	В целом отличный, плавный смартфон. В игры практически любые поиграть можно. 1,5 гига позволяют. 8/10
5889	neutral	На самом деле телефон хороший. Даже жаль с ним расставаться. С ним уже больше года хожу. Очень много раз он у меня падал, но жил. Батарею держит нормально, средненько
5890	negative	Выкину и куплю новый проверенной фирмы
5892	positive	Советую вам брать, пользуясь уже более года,были лаги,но они не очень критичным,экран супер ,тянет очень много приложений ,батарея на 4,5-5 часов ; вывод:хороший телефон за 7000 р(брал за 8000)
5893	positive	Телефон достаточно хорош за свои деньги, но не рекомендую его любителям качественных селфи. Но в работе показывает себя хорошо!
5894	positive	Хороший телефон за свои деньги, но вшитый спам - это верх наглости.
5895	positive	в целом аппарат очень даже ничего. пользуюсь им только месяц но очень нравится. все что пишут о нем в достоинствах это правда. цена конечно на него сейчас больше. я брал его еще за 6500р. советую к покупке.
5897	positive	"Пользуюсь телефон не долго. Телефоном очень доволен.  За такую цену лучше не возьмешь,  если только хуавей, и то, если устроит по дизайну. 
В общем,  телефон очень хороший. Брал в Курске в ТЦ Линия.  Продавцы большие специалисты,  всем спасибо."
5898	neutral	В общем, большинство недостатков скорее всего программные и возможно постепенно обновлениями будут поправлять. Пока это больше мощный маленький планшет для игр и видео с возможностью звонить и выходить в интернет, чем смартфон.
5899	positive	А так принципе телефон очень даже хорош)
5900	positive	Отличный телефон с 1 изъяном , это камера, Качественное 2.5д стекло , качественная Олеофобка , качественная фронталка, хорошее качество музыки в наушниках и громкий динамик , Производительность отличное не чего не тормозит , не глючит ни чего , все супер. Кто то про танчики писал , у меня все отлично работает ( может у тебя инет тупит , игра то онлайновская?) Все игры идут на ура , самые тяжелые на средних. У меня слот для симки не дребезжит , с симкой так вообще плотно сел , кнопка Ровная , в Общим ни каплю не сожалею что перешел с Iphone6 на это чудо в 3 раза дешевле к тому же )  Так что при покупке проверьте Лоток и кнопку и вперед!!
5901	positive	В целом телефон очень хорош. Приятно лежит в руке и притягивает взгляды. Хороший экран и 2,5D стекло делают свое дело и телефон приятно использовать из раза в раз. Телефон отлично показал себя в игре modern combat, но плохо проявил себя в асфальт 8. Hearthstone отлично идет и играть на 5,5 дюймовом экране очень даже удобно.
5902	neutral	Экран розовый как ты его не настраивай.   Звук в наушниках не айс(пробовал увеличить аппаратно). Вибро  дребежит(может как пишут лоток). Камера... Лучше заклеить ее.  Греется просто лежа. Производительность средне.  Был у меня китаец хонор 6 горя с ним не знал,  а это разрекламированное чудо... 17000 не его цена
5903	neutral	Возможно у меня попался очень плохой экземпляр, но понесу обратно на возврат денег.
5904	positive	Был lg g2 мне нравился.но это воще круть.телефон практически не грееться.
5905	positive	"В плане сборки, размера, автономности, удобства пользования - очень приятный аппарат. Читал что кнопка ""Домой"" кривая, но в моем экземпляре кнопка сделана ровно, без перекосов. Единственный ""косяк"" - лоток для сим-карт , у которого внешняя и внутренняя часть соединены не жестко, что приводит к дребезжанию при вибрации. Этот недостаток легко исправить если аккуратно промазать суперклеем с помощью иглы. 
Следует помнить, что данный смарт поддерживает только наносим. Не используйте ""обрезки"" сим-карты - получите нормальную, наносим у оператора (на форумах многие пишут, что с ""обрезками"" смарт работает плохо - часто теряет сеть и нестабильная работа передачи данных.)
В целом впечатление от M3 Note только положительные."
5906	positive	Очень классный телефон, я ещё ни разу не пожалел что купил именно его.
5907	negative	Возможно не повезло ( может партии такие были) Но телефон к покупке не советую.
5908	neutral	Сдал по гарантии.
5909	negative	Телефон не устраивает. Буду сдавать по гарантии.
5910	positive	Первое время была всем довольна, месяцев 5-6 и начинаются проблемы. Нельзя использовать больше половины памяти, а то начнет концерты устраивать.
5911	positive	Хочу сказать что телефончик получился не плохой по качеству связи и функционалу свою цену оправдывает это точно поверьте
5912	positive	больше всего меня в нём привлекло то что у него gorilla glass 3. Телефон просто не пробиваемый. Год уже с ним и не одной царапинки на экране. В общем я рекомендую micromax он достойный смарфтон и своих денег стоит.
5913	positive	Пользуюсь пол года теперь с уверенностью могу сказать о его недостатках. Буду сдавать по гарантии. Все его недостатки я упомянул. Настоятельно рекомендую вам при покупке этого смартфона обратить внимание на сенсорные кнопки, датчик приближения, запись громкого звука микрофоном и работу выхода под наушники
5914	positive	Телефон очень нравится, не тормозит, все приложения работают исправно. Очень довольна выбором этого телефона.
5915	negative	Лучше взять смартфон Asus ZenFone 2 Laser ZE500KL 8 Гб за 11,5 тыс. руб. зато будешь уверен в нём. А этот аппарат сырой....
5916	positive	За эту цену произвёл очень положительное впечатление,  единственно только, что заряда хватит не на полный день при не сильно активном использовании. Ничего не тормозит, нормально тянет игрушки, но не все, можно слушать музыку в нормальных наушниках, но всё же звук не идеален.
5918	positive	Нужен был телефон стабильный, 2 сим и отличный от других. Брал сравнив кучу вариантов, этот по начинке проверен (Meizu M3s) а внешне конкурентов ему нет. Выбором доволен! Брал в другом магазине за 10к своих денег стоит но ожидать большего не стоит...
5919	positive	"Телефон достойный. Пару раз подзависал, но это не беда(встроенный ccleaner всё уладил, очистив оперативку от мусора) 
Дизайн сперт у эпл поэтому часто его путают с седьмым айфоном джэк блэк."
5920	negative	Не рекомендую для покупки,а там смотрите сами если вам нужна просто звонилка он для вас.
5921	positive	"Если у вас при записи видео камера просто зависает и закрывается, надо отформатировать Micro SD.
Камера подвела, своих денег не стоит."
5922	positive	За такую цену лучше не найти.
5924	positive	"За свою цену телефон отличный. Уже третий meizu, лучший из того что было - m2 mini, m3s mini
Дизайном есть похожие huawei, но я очень привык к кнопке (еще с samsung), она на много удобнее, за счет того что сенсорно-механическая."
5925	positive	Вобще хороший телефон!
5926	positive	По совету знатоков из интернета сделал сам себе звонок с одной симки на другую. В итоге в трубке услышал гудки, что абонент занят. На старом смартфоне, если кто-то мне звонил на вторую симку во время моего разговора по первой, вызывающий абонент слышал, что я вне зоны действия сети или аппарат отключен. В Meizu U10 это реализовано в виде того, что абонент сейчас разговаривает по телефону, т.е. короткие гудки. Считаю, что это правильная реализация попеременной работы симок.
5937	positive	Купила телефон по акции. Нужен был только для звонков. Но попользовавшись им пару дней, телефон стал у меня не просто телефоном, но и компьютером и фотоаппаратом. Меня в нем все устраивает. Правда, если пользоваться интернетом без отдыха, батарея быстро садится, но это проблема всех смартфонов.
5939	positive	Нужен был навигатор. Решил купить самый недорогой смарт. Ни разу не пожалел. Все голосовые сервисы типа Viber тянет.Интернет работает шустро.Заряда на день хватает.Учитывая соимость чудо а не телефон.
5940	negative	"1) про отсутствие подсветки клавиш нигде не сказано, сдал телефон на проверку качества отписали что подсветка не предусмотрена.
2) темный засвет при просмотре прямо на телефон, сразу и не определишь, хорошо заметно при просмотре  картинки или фотки, она становится мутной и темной. При повороте телефона на право экран становится светлее и картинка становится четкой. Сдал на проверку качества, про это даже не слова не отписали.
Сдал телефон."
5943	negative	супер начинка при плохо аккумуляторе!!!!!
5944	positive	Очень хороший смартфон.При средних нагрузках,хватает на неделю.Порадовал дисплей.Пишет видео в 4к и Slow motion.Проигрывает видео в 4к.2D дисплей великолепен.
5945	positive	Купил,не нарадуюсь.Теперь жена такой просит))
5947	positive	В целом,достаточно качественный смартфон за свои деньги.
5948	neutral	"Возможно эти недостатки касаются моего аппарата...
Повелся на технические характеристики, о чем пожалел. ДО этого был HTC ONE M7, жаль что не купил M8."
5958	positive	Купил на замену Nexus 5. Доволен...
5960	positive	пока больше плюсов чем минусов
5961	positive	За свою цену очень даже прилично. Порадовала плёнка,батарея,яркий дисплей,огорчили наушники. Дymаю за свою цену,один из лучших.
5962	positive	Отличный телефон за эти деньги, но звук и монитор пришлось настраивать через инженерное меню
5963	positive	Хороший телефон за отличную цену правдо громкий очень но не критично. Отзыв писал с этого же телефона.
5965	positive	Все проблемы были решены после ремонта по-гарантии. Была замена мат. памяти и новая версия прошивки 5.1. Потом все недостатки исчезли! Значит мне попался 100% брак. Звук громкий, сенсор не тупит( при разговоре ухом ничего не нажимается), зарядка телефона снова стала 3 часа, сеть не пропадает. Вывод: если у вас проблемы с телефоном- значит вам попался брак. Если нести по-гарантии и устанавливали Root права, вас снимут с гарантии и останетесь с кирпичем. Поэтому один год ничего такого не делать.
5966	positive	За такую цену можно брать. не пожалела
5967	negative	Не советую,  своих денег не стоит.прошивка дрянь, рут не устанавливается, с памятью проблеммы.
5968	neutral	"Купила телефон пол года назад, ужасно тормозит! Фронтальная камера плохого качества.
На морозе быстро разряжается, за 15 минут заряд с 50% падает до 1%.
Флешку перестал видеть еще 2 месяца назад, купила новую, та же история.
Задняя крышка скрипит.
Нет возможности обновить до 6 андроида.
Очень много гугловских приложений, которые нельзя удалить. НЕ ЛЮБЛЮ ГУГЛ!
Телефон на 3, не стоит своих денег."
5969	negative	Жутко разочарована
5971	positive	Телефон оправдывает цену. Очень порадовала батарея. При активном использовании держит 1,5-2 дня. Только во время зарядки слишком нагревается! Крышка металлическая, поэтому после зарядки нужно дать телефону остынуть, иначе телефон невозможно взять в руки
5973	positive	Самое главное преимущество это оболочка Flyme. Я много видел смартов но Flyme реально самая стабильная из всех андройдов, не чем не хуже iOS на айфонах. Вообщем стабильно работает, ничего не глючит. Камера хорошая, а также моментально фоткает (опять же это благодаря оболочке) Аккумулятор вообще супер, при активном использовании 2 дня держит, если просто на звонки отвечать и звонить суток 4 спокойно. Звук огонь!!! Громкий и чистый. Пользуюсь меньше недели, но пока то самый стабильный смарт который я видел.
5975	positive	Люди,которые сейчас это читают,да-да ты который по ту сторону экрана!Поймите меня правильно,я не хочу занизить оценку этому смартфону,просто,ну как бы сказать...У этого смартфона плохое соотношение цены и качества,ну например камера 8 мп. ну допустим это(так как камера довольно хорошая)а цена 7190)Просто если вы собираетесь покупать этот довольно таки нормальный и хороший смартфон то присмотритесь к другим моделям например PRESTIGIO MUZE C3 Характеристики получше цена приятнее)кстати его цена 6990руб.Я конечно не имею ничего против людей которым нравятся такие смартфоны просто я вам посоветовала кое что другое)Кстати prestigio тоже продается в DNS.Так что выбор за вами)
5976	positive	В целом классная штука и я доволен. Основным критерием был выбор сматра с поддержкой OTG и со сносными характеристиками. Покупка меня не разочаровала. В принципе, я доволен!)
5977	positive	Сенсор глючит иногда...короче так себе
5978	positive	С целом не плохой аппарат за такие деньги
5979	positive	В целом хороший телефон.
5980	positive	В целом аппарат не плохой ,в игры поиграть в интернете посидеть можно ,жалко что на него нету бампера ,а то задалбался каждый раз крышку протирать от следов
5981	positive	в общем неплохой телефон для своей цены ! не каких пролагиваний либо багов я не обнаружил достаточно оптимизирован под андроид 5! единственное что меня не обрадовало так это батарейка сидя в инете и просматривая видосы с ютуба заряд улетает мгновенно 2-3 часа! если просто сёрфить инет 3-4 часа что мало при таком ампераже. + её нельзя заменить! очень порадовал экран , шикарный)
5982	positive	И так, вывод, за ту цену которая была у меня лучше не придумаешь, за 7000 я бы не взял, наверно это всё курс виноват.
5983	positive	Телефон куплен 24.08.15 Заказ №Н2-0184258, пользуюсь всего день. В технических характеристиках есть ошибка. Формат SIM-карты не Mini-SIM-карта (25×15x0,76 мм), а Micro-SIM (15×12x0,76 мм)— уменьшенная копия привычной сим-карты. Моя старая симка к этому телефону не подошла, пришлось заменить. В целом покупкой довольна, ставлю оценку хорошо, потому что пользуюсь всего один день.
5984	neutral	Купил вчера. Вечер играл в FIFA 15 UT нормально, утром пришлось переустановить (выдавал ошибку). К ПК ну никак не хочет подключаться (посоветовали MyPhoneExplorer). Яркие, насыщенные цвета, все игры летают. АКБ достойный. Но все же проблемы с синхронизацией это серьезный минус.
5986	positive	Для меня телефон лучший в плане цены и качества, все недостатки лично для меня - ничто за такую цену. Достоинства важнее.
5987	positive	какой андроид
6000	positive	Осторожно! Телефон вызывает желание преобразить свою жизнь, делать красивые фото с обработкой в Prism и всячески проявлять свою активность в соцсетях.
6001	positive	В целом - хороший смарт. Тем более за эти деньги! Рекомендую!
6002	positive	За такую цену берите, но можно заморочиться и дешевле найти.
6003	positive	Не пожелел что взял достойная покупка!
6004	positive	Смартфон для большой руки. Я не пожалел ни разу. Для бедного студента то что надо!
6006	neutral	Телефон на 4. В следующий раз буду покупать телефон не более 5 дюймов, и пошустрей по процессору.
6007	positive	хороший по всем характеристикам смартфон от именитого бренда, за время эксплуатации проявил себя только с положительной стороны
6008	negative	Сдал в ремонт .
6009	positive	Рекомендую этот смартфон!
6010	positive	неплохой телефон за 13тр
6011	positive	Решил перед новым годом сделать себе подарок, долго выбирал и решил остановиться на этой модели, тем более ценник очень привлекательный. Ну что могу сказать пользуюсь уже больше месяца, телефон приятный, матрица яркая, заряда батареи хватает на день, теле2 работает нормально, везде все ловит.
6012	positive	Надёжный аппарат
6013	positive	В целом хороши смарт
6014	positive	До этого брал хуавей, леново, zte, но качество конечно ужасное, тач скрин работает плохо, матрицы жесть, понял, что экономить нельзя и каждый месяц менять телефон, поэтому выбрал более известный бренд, лучше переплатить 1 тыс руб, но пользоваться телефоном с удовольствием и долгое время
6015	negative	"Вывод: Задумка очень хорошая, за небольшую цену хорошие данные, но реализация ужасная.
НЕ РЕКОМЕНДУЮ. 
сдаю в СЦ в ремонт или замену."
6016	negative	Мне этот телефон подарила девушка. По началу был рад, но недели через две начал булькать микрофон. Потрясешь телефон, можно разговаривать, потом опять. Вообщем с девушкой расстался и чек у нее остался (не отдала). Сам разобрал и вставил бумажку. Микрофон придавило, проблема решилась. Далее стала очень быстра садиться батарея. А через пол года появилось маааленькое темное пятнышко в углу экрана. За пару месяцев оно разрослось. на данный момент их три (по бокам экрана). Оказалось от перегрева такое бывает...
6017	neutral	Для своей цены нормальный но навигатор и батарея портят все. Не советую к покупке.
6018	negative	К покупке данный девайс не рекомендую.
6019	neutral	"Покупал в 2015 году за 12999 хотел взять либо эту модель или ""Huawei Honor 4c""
И прогадал =(
Не советую к покупке даже за 7999"
6020	positive	Купил ево больше года назад , пользуюсь до сих пор . Проблему с микрофоном решил гарантийный ремонт , ТК телефон брал по акции то гарантия на него 2 года . Особых проблем с телефоном нет , не считая перегрев при длительном пользовании интернетом . Ёмкости родной батареи мало при активном использовании , решается использованием внешнего аккамулятора
6021	positive	Отзывы это конечно хорошо, но лучше сходить в магазин и самому поюзать.
6022	positive	"Поскольку предыдущий Acer Z160 устраивал практически всем, однако со временем встроенной памяти 4ГБ  оказалось мало, смартфон от этого начинал тупить, открывая телефон или смски по 20 сек, и было решено обновиться на что-то более быстрое, емкое и современное.
Естественно хотелось что-то не размера лопаты. Однако обзор рынка показал, что в бюджете с приличными характеристиками меньше 5’’ экран сейчас не взять.
Пропуская мимо невзрачные обмылки прочих моделей, глаз в разное время ложился на такие модели как Asus Zenfon 2, Doogee T3 или Yotaphone 2.
В итоге приобрел Acer Z530.
Это учитывая, что по роду работы пользовался разными служебными смартфонами, включая эти ваши iPhone 6/7.
Из Асерной линейки еще был идентичный ему Acer Z528 (Zest 4G). Плюсом экономящий батарейку Андроид 6.0. Минусом батарейка 2000 mAh вместо 2400 у Z530. В итоге решил что железное решение автономности предпочтительнее программного, ввиду меньшей зависимости от использования смартфона.
Также взял кожаный чехол-книжку, телефон из ажурно-компактного стал сразу кирпичом. В итоге чехол на оригинальную флип-панель с крышкой (как у Z130), где удачно совместились компактность и защищенность экрана. Не люблю я эти защитные пленки, да."
6024	negative	Короче ерунда, а не телефон, проработал нормально ровно год.... Категорически не советую этот глючный аппарат.
6025	negative	"Привел недостатки только ранее не встретившиеся у других. Но все приведённые у других есть тоже. Буду однозначно (по крайней мере пока не увижу реальных рейтингов) воздерживаться от выбора любых! смартфонов фирмы Acer. Из вышесказанного я для себя увидел не сколько неудачную модель, как непотребное отношение фирмы к своим потенциальным потребителям. Изначально и откровенно  неудачные модели, бренды всем быстро становятся известны и находят своё ""заслуженное"" место. При этом, детскими болезнями страдают многие неплохие, а также дорогие престижные устройства,  но для меня главное при этом, чтобы производитель продавая свои изделия в том или ином регионе реально там работал над её поддержкой. В данном случае контора Acer более чем за год не сделала ничего реального для устранения тех (не недостатков) настоящих дефектов,  которыми наполнены многие отзывы, причём, в общей массе, одних и тех же. Все так ожидаемые обновления большей частью ""проталкивали"" дополнительные пиар-приложения Acer и ""новые фишки"" Google с сомнительной пользой для рядового пользователя и несомненной нагрузкой на устройство. При этом, ещё и подчас добавляя новых багов в работу. Когда с помощью спецприложения Acer в телефоне отправил отзыв, он так и повис. Через несколько дней перезвонив по контактному телефону центра, услышал от ""дежурного по отмазкам"", что да, заявка такая есть, но ожидать реакции вряд ли стоит. В России полноценной службы поддержки нет, головной офис где-то то ли  Италии, то ли Испании. Именно после этого для меня бренд ""Acer"" стал более понятен! 
Всем удачи в выборе!"
